Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	ALE.A.7.17.1.F7.Norm	ALE.A.7.18.1.F8.Norm	ALE.A.8.13.1.G10.Norm
ABL1	14	17	15	20	11	14	5	14	17	15	10	7	15	6	10	11	9.49953492955943	12.5703383322672	10.7022951733979	15.9544951654375	10.4678913092178	10.0078049551513	7.68981508258857	10.428073323497	14.0342484167518	7.92292283296503	8.92081034259825	6.44182222663842	10.385362262603	7.44020865438188	13.4908985437105	8.18832750278859
ABL2	43	25	25	22	19	27	16	22	20	44	17	30	24	23	23	23	29.1771429979325	18.4857916650988	17.8371586223298	17.5499446819812	18.0809031704671	19.3007666992203	24.6074082642834	16.3869723654952	16.5108804902963	23.2405736433641	15.165377582417	27.6078095427361	16.6165796201648	28.5207998417972	31.0290666505342	17.1210484149216
ABLIM1	120	92	96	109	60	98	47	105	74	165	68	58	105	50	52	82	81.4245851105094	68.0277133275637	68.4946891097465	86.9519986516342	57.0975889593697	70.054634686059	72.2842617763326	78.2105499262271	61.0902578140962	87.1521511626153	60.6615103296681	53.3750984492898	72.6975358382208	62.0017387865157	70.1526724272947	61.0402595662422
ABLIM3	12	15	16	13	6	15	5	19	17	28	10	12	19	7	9	23	8.14245851105094	11.0914749990593	11.4157815182911	10.3704218575343	5.70975889593697	10.7226481662335	7.68981508258857	14.1523852247459	14.0342484167518	14.789455954868	8.92081034259825	11.0431238170944	13.1547921992971	8.6802434301122	12.1418086893395	17.1210484149216
ABR	9	11	13	10	7	14	8	6	8	9	9	3	10	4	4	7	6.10684388328821	8.13374833264349	9.27532248361151	7.97724758271873	6.66138537859313	10.0078049551513	12.3037041321417	4.46917428149869	6.60435219611851	4.75375369977902	8.02872930833843	2.76078095427361	6.92357484173531	4.96013910292126	5.3963594174842	5.21075386541092
ABRACL	59	44	61	51	43	61	20	41	62	67	45	43	56	27	31	50	40.0337543460005	32.534993330574	43.5226670384848	40.6839626718655	40.9199387542149	43.6054358760163	30.7592603303543	30.5393575902411	51.1837295199185	35.3890553205771	40.1436465416921	39.5711936779217	38.7720191137178	33.4809389447185	41.8217854855026	37.2196704672209
ABT1	11	20	24	14	20	12	6	12	17	29	25	20	17	11	6	17	7.4639203017967	14.7886333320791	17.1236722774366	11.1681466158062	19.0325296531232	8.57811853298681	9.22777809910629	8.93834856299739	14.0342484167518	15.317650810399	22.3020258564956	18.4052063618241	11.77007723095	13.6403825330335	8.09453912622631	12.6546879588551
ABTB1	0	2	1	0	0	1	0	1	1	2	0	0	2	1	0	0	0	1.47886333320791	0.713486344893193	0	0	0.714843211082234	0	0.744862380249782	0.825544024514814	1.056389711062	0	0	1.38471496834706	1.24003477573031	0	0
ABTB2	2	2	4	2	1	0	1	3	3	5	1	3	2	3	0	2	1.35707641850849	1.47886333320791	2.85394537957277	1.59544951654375	0.951626482656161	0	1.53796301651771	2.23458714074935	2.47663207354444	2.64097427765501	0.892081034259825	2.76078095427361	1.38471496834706	3.72010432719094	0	1.48878681868884
ACAA1	7	10	1	9	10	10	3	11	9	13	13	4	18	4	7	3	4.74976746477972	7.39431666603954	0.713486344893193	7.17952282444686	9.51626482656161	7.14843211082234	4.61388904955314	8.19348618274761	7.42989622063333	6.86653312190302	11.5970534453777	3.68104127236481	12.4624347151236	4.96013910292126	9.44362898059736	2.23318022803325
ACAA2	80	74	86	86	61	104	40	77	84	118	73	73	110	59	76	114	54.2830567403396	54.7179433286926	61.3598256608146	68.6043292113811	58.0492154420258	74.3436939525524	61.5185206607086	57.3544032792332	69.3456980592444	62.3269929526582	65.1219155009672	67.1790032206578	76.1593232590885	73.1620517680885	102.5308289322	84.8608486652636
ACACA	6	13	8	6	7	11	7	14	9	15	13	5	7	5	4	8	4.07122925552547	9.6126116658514	5.70789075914554	4.78634854963124	6.66138537859313	7.86327532190458	10.765741115624	10.428073323497	7.42989622063333	7.92292283296503	11.5970534453777	4.60130159045602	4.84650238921472	6.20017387865157	5.3963594174842	5.95514727475534
ACACB	4	3	1	1	2	1	2	2	2	0	0	3	2	1	1	1	2.71415283701698	2.21829499981186	0.713486344893193	0.797724758271873	1.90325296531232	0.714843211082234	3.07592603303543	1.48972476049956	1.65108804902963	0	0	2.76078095427361	1.38471496834706	1.24003477573031	1.34908985437105	0.744393409344418
ACAD10	3	6	2	1	2	4	1	4	5	7	1	2	4	0	0	5	2.03561462776274	4.43658999962372	1.42697268978639	0.797724758271873	1.90325296531232	2.85937284432894	1.53796301651771	2.97944952099913	4.12772012257407	3.69736398871701	0.892081034259825	1.84052063618241	2.76942993669413	0	0	3.72196704672209
ACAD8	9	8	6	10	3	9	4	3	7	15	7	9	6	5	2	7	6.10684388328821	5.91545333283163	4.28091806935916	7.97724758271873	2.85487944796848	6.43358889974011	6.15185206607086	2.23458714074935	5.7788081716037	7.92292283296503	6.24456723981878	8.28234286282083	4.15414490504119	6.20017387865157	2.6981797087421	5.21075386541092
ACAD9	17	11	12	11	4	7	4	5	7	13	2	4	11	6	5	10	11.5351495573222	8.13374833264349	8.56183613871831	8.7749723409906	3.80650593062464	5.00390247757564	6.15185206607086	3.72431190124891	5.7788081716037	6.86653312190302	1.78416206851965	3.68104127236481	7.61593232590885	7.44020865438188	6.74544927185526	7.44393409344418
ACADL	1	1	7	3	1	0	0	2	1	1	0	1	3	0	1	1	0.678538209254245	0.739431666603954	4.99440441425235	2.39317427481562	0.951626482656161	0	0	1.48972476049956	0.825544024514814	0.528194855531002	0	0.920260318091203	2.07707245252059	0	1.34908985437105	0.744393409344418
ACADM	77	69	62	74	59	73	27	75	57	91	54	54	85	36	44	60	52.2474421125769	51.0207849956728	44.236153383378	59.0316321121186	56.1459624767135	52.1835544090031	41.5250014459783	55.8646785187337	47.0560093973444	48.0657318533212	48.1723758500306	49.694057176925	58.8503861547502	44.6412519262913	59.3599535923263	44.6636045606651
ACADSB	9	7	7	6	5	7	4	10	3	6	5	5	4	5	4	4	6.10684388328821	5.17602166622768	4.99440441425235	4.78634854963124	4.75813241328081	5.00390247757564	6.15185206607086	7.44862380249782	2.47663207354444	3.16916913318601	4.46040517129913	4.60130159045602	2.76942993669413	6.20017387865157	5.3963594174842	2.97757363737767
ACADVL	37	35	24	29	29	31	20	34	30	50	30	25	46	24	13	38	25.1059137424071	25.8801083311384	17.1236722774366	23.1340179898843	27.5971679970287	22.1601395435493	30.7592603303543	25.3253209284926	24.7663207354444	26.4097427765501	26.7624310277948	23.0065079522801	31.8484442719824	29.7608346175275	17.5381681068237	28.2869495550879
ACAP1	6	3	2	2	2	5	1	3	4	6	4	3	7	1	3	3	4.07122925552547	2.21829499981186	1.42697268978639	1.59544951654375	1.90325296531232	3.57421605541117	1.53796301651771	2.23458714074935	3.30217609805926	3.16916913318601	3.5683241370393	2.76078095427361	4.84650238921472	1.24003477573031	4.04726956311315	2.23318022803325
ACAP2	59	70	59	38	46	58	21	71	59	99	51	46	73	36	37	69	40.0337543460005	51.7602166622768	42.0956943486984	30.3135408143312	43.7748182021834	41.4609062427696	32.297223346872	52.8852289977345	48.707097446374	52.2912906975692	45.4961327472511	42.3319746321954	50.5420963446678	44.6412519262913	49.9163246117289	51.3631452447648
ACAT1	100	93	116	101	87	133	57	97	80	137	82	70	124	73	62	111	67.8538209254245	68.7671449941677	82.7644160076104	80.5702005854592	82.791503991086	95.0741470739372	87.6638919415097	72.2516508842289	66.0435219611851	72.3626952077472	73.1506448093057	64.4182222663842	85.8523280375179	90.5225386283129	83.6435709710052	82.6276684372304
ACAT2	5	2	7	3	1	5	3	4	4	6	4	5	3	4	2	7	3.39269104627123	1.47886333320791	4.99440441425235	2.39317427481562	0.951626482656161	3.57421605541117	4.61388904955314	2.97944952099913	3.30217609805926	3.16916913318601	3.5683241370393	4.60130159045602	2.07707245252059	4.96013910292126	2.6981797087421	5.21075386541092
ACBD3	67	69	31	42	23	48	27	53	50	72	37	31	30	22	21	29	45.4620600200344	51.0207849956728	22.118076691689	33.5044398474187	21.8874091010917	34.3124741319473	41.5250014459783	39.4777061532385	41.2772012257407	38.0300295982321	33.0069982676135	28.5280698608273	20.7707245252059	27.2807650660669	28.3308869417921	21.5874088709881
ACBD4	1	1	0	2	0	3	1	2	1	1	4	4	3	0	1	3	0.678538209254245	0.739431666603954	0	1.59544951654375	0	2.1445296332467	1.53796301651771	1.48972476049956	0.825544024514814	0.528194855531002	3.5683241370393	3.68104127236481	2.07707245252059	0	1.34908985437105	2.23318022803325
ACBD5	45	36	29	20	22	18	12	39	25	51	21	24	39	21	14	25	30.534219416441	26.6195399977423	20.6911040019026	15.9544951654375	20.9357826184355	12.8671777994802	18.4555561982126	29.0496328297415	20.6386006128703	26.9379376320811	18.7337017194563	22.0862476341889	27.0019418827677	26.0407302903366	18.8872579611947	18.6098352336104
ACBD6	42	21	36	24	25	30	18	22	21	26	30	14	36	13	8	26	28.4986047886783	15.528064998683	25.6855084161549	19.145394198525	23.790662066404	21.445296332467	27.6833342973189	16.3869723654952	17.3364245148111	13.733066243806	26.7624310277948	12.8836444532768	24.9248694302471	16.1204520844941	10.7927188349684	19.3542286429549
ACBD7	6	9	6	8	5	9	4	10	6	16	6	5	6	3	4	5	4.07122925552547	6.65488499943558	4.28091806935916	6.38179806617498	4.75813241328081	6.43358889974011	6.15185206607086	7.44862380249782	4.95326414708888	8.45111768849603	5.35248620555895	4.60130159045602	4.15414490504119	3.72010432719094	5.3963594174842	3.72196704672209
ACCS	2	1	1	0	1	3	0	1	0	2	0	0	2	0	0	0	1.35707641850849	0.739431666603954	0.713486344893193	0	0.951626482656161	2.1445296332467	0	0.744862380249782	0	1.056389711062	0	0	1.38471496834706	0	0	0
ACD	4	5	5	4	2	2	1	1	3	4	5	3	4	2	1	8	2.71415283701698	3.69715833301977	3.56743172446596	3.19089903308749	1.90325296531232	1.42968642216447	1.53796301651771	0.744862380249782	2.47663207354444	2.11277942212401	4.46040517129913	2.76078095427361	2.76942993669413	2.48006955146063	1.34908985437105	5.95514727475534
ACER3	6	4	4	5	4	4	0	2	6	7	6	2	1	2	2	3	4.07122925552547	2.95772666641581	2.85394537957277	3.98862379135937	3.80650593062464	2.85937284432894	0	1.48972476049956	4.95326414708888	3.69736398871701	5.35248620555895	1.84052063618241	0.692357484173531	2.48006955146063	2.6981797087421	2.23318022803325
ACIN1	94	86	88	77	57	83	38	84	79	145	65	99	80	43	43	53	63.7825916698991	63.59112332794	62.786798350601	61.4248063869342	54.2427095114012	59.3319865198255	58.4425946276732	62.5684399409817	65.2179779366703	76.5882540519952	57.9852672268886	91.1057714910291	55.3885987338825	53.3214953564035	58.0108637379552	39.4528506952541
ACLY	50	63	45	47	36	45	26	47	38	86	53	43	53	33	31	51	33.9269104627123	46.5841949960491	32.1068855201937	37.493063638778	34.2585533756218	32.1679444987005	39.9870384294606	35.0085318717398	31.3706729315629	45.4247575756661	47.2802948157707	39.5711936779217	36.6949466611972	40.9211475991004	41.8217854855026	37.9640638765653
ACN9	41	47	57	73	48	69	22	39	53	62	36	49	65	31	32	53	27.8200665794241	34.7532883303858	40.668721658912	58.2339073538467	45.6780711674957	49.3241815646742	33.8351863633897	29.0496328297415	43.7538332992851	32.7480810429221	32.1149172333537	45.092755586469	45.0032364712795	38.4410780476397	43.1708753398736	39.4528506952541
ACO1	29	23	33	17	9	27	12	20	27	36	17	20	28	12	11	14	19.6776080683731	17.0069283318909	23.5450493814754	13.5613208906218	8.56463834390545	19.3007666992203	18.4555561982126	14.8972476049956	22.2896886619	19.0150147991161	15.165377582417	18.4052063618241	19.3860095568589	14.8804173087638	14.8399883980816	10.4215077308218
ACO2	7	6	8	6	6	4	3	5	4	11	8	6	12	7	3	8	4.74976746477972	4.43658999962372	5.70789075914554	4.78634854963124	5.70975889593697	2.85937284432894	4.61388904955314	3.72431190124891	3.30217609805926	5.81014341084102	7.1366482740786	5.52156190854722	8.30828981008238	8.6802434301122	4.04726956311315	5.95514727475534
ACOT13	139	116	132	142	116	158	57	116	125	178	116	102	179	74	94	162	94.3168110863401	85.7740733260586	94.1801975259015	113.276915674606	110.388671988115	112.945227350993	87.6638919415097	86.4040361089748	103.193003064352	94.0186842845183	103.48139997414	93.8665524453027	123.931989667062	91.7625734040432	126.814446310879	120.591732313796
ACOT2	10	2	4	4	5	6	1	1	1	4	5	7	6	1	2	8	6.78538209254245	1.47886333320791	2.85394537957277	3.19089903308749	4.75813241328081	4.28905926649341	1.53796301651771	0.744862380249782	0.825544024514814	2.11277942212401	4.46040517129913	6.44182222663842	4.15414490504119	1.24003477573031	2.6981797087421	5.95514727475534
ACOT7	5	9	6	5	8	6	9	12	12	12	8	9	6	8	6	15	3.39269104627123	6.65488499943558	4.28091806935916	3.98862379135937	7.61301186124929	4.28905926649341	13.8416671486594	8.93834856299739	9.90652829417777	6.33833826637202	7.1366482740786	8.28234286282083	4.15414490504119	9.92027820584251	8.09453912622631	11.1659011401663
ACOT8	9	8	9	14	10	8	3	9	8	14	8	7	11	6	2	10	6.10684388328821	5.91545333283163	6.42137710403874	11.1681466158062	9.51626482656161	5.71874568865788	4.61388904955314	6.70376142224804	6.60435219611851	7.39472797743402	7.1366482740786	6.44182222663842	7.61593232590885	7.44020865438188	2.6981797087421	7.44393409344418
ACOT9	86	60	70	65	67	59	32	56	73	111	62	57	79	45	47	77	58.3542859958651	44.3658999962372	49.9440441425235	51.8521092876718	63.7589743379628	42.1757494538518	49.2148165285669	41.7122932939878	60.2647137895814	58.6296289639412	55.3090241241092	52.4548381311986	54.696241249709	55.8015649078641	63.4072231554394	57.3182925195202
ACOX1	57	64	50	38	24	44	22	46	36	60	42	36	41	25	28	37	38.676677927492	47.323626662653	35.6743172446596	30.3135408143312	22.8390355837479	31.4531012876183	33.8351863633897	34.26366949149	29.7195848825333	31.6916913318601	37.4674034389127	33.1293714512833	28.3866568511148	31.0008693932578	37.7745159223894	27.5425561457435
ACOX2	6	7	11	18	11	17	5	9	6	14	9	10	14	6	8	7	4.07122925552547	5.17602166622768	7.84834979382512	14.3590456488937	10.4678913092178	12.152334588398	7.68981508258857	6.70376142224804	4.95326414708888	7.39472797743402	8.02872930833843	9.20260318091203	9.69300477842944	7.44020865438188	10.7927188349684	5.21075386541092
ACOX3	9	13	8	11	11	15	7	12	14	16	6	12	4	9	10	5	6.10684388328821	9.6126116658514	5.70789075914554	8.7749723409906	10.4678913092178	10.7226481662335	10.765741115624	8.93834856299739	11.5576163432074	8.45111768849603	5.35248620555895	11.0431238170944	2.76942993669413	11.1603129815728	13.4908985437105	3.72196704672209
ACP1	459	355	425	376	342	486	150	376	362	624	322	316	483	234	238	512	311.449038047699	262.498241644404	303.231696579607	299.944509110224	325.456257068407	347.413800585966	230.694452477657	280.068254973918	298.846936874363	329.593589851345	287.250093031664	290.80226051682	334.408664855816	290.168137520893	321.08338534031	381.129425584342
ACP2	7	3	5	6	4	2	4	11	12	8	9	6	11	6	2	6	4.74976746477972	2.21829499981186	3.56743172446596	4.78634854963124	3.80650593062464	1.42968642216447	6.15185206607086	8.19348618274761	9.90652829417777	4.22555884424801	8.02872930833843	5.52156190854722	7.61593232590885	7.44020865438188	2.6981797087421	4.46636045606651
ACP6	3	1	3	3	1	1	1	0	0	3	3	1	3	1	1	2	2.03561462776274	0.739431666603954	2.14045903467958	2.39317427481562	0.951626482656161	0.714843211082234	1.53796301651771	0	0	1.58458456659301	2.67624310277948	0.920260318091203	2.07707245252059	1.24003477573031	1.34908985437105	1.48878681868884
ACPL2	4	9	4	8	7	10	2	6	3	8	4	6	7	4	5	13	2.71415283701698	6.65488499943558	2.85394537957277	6.38179806617498	6.66138537859313	7.14843211082234	3.07592603303543	4.46917428149869	2.47663207354444	4.22555884424801	3.5683241370393	5.52156190854722	4.84650238921472	4.96013910292126	6.74544927185526	9.67711432147743
ACRC	2	2	3	0	1	4	0	3	1	2	1	0	0	4	2	1	1.35707641850849	1.47886333320791	2.14045903467958	0	0.951626482656161	2.85937284432894	0	2.23458714074935	0.825544024514814	1.056389711062	0.892081034259825	0	0	4.96013910292126	2.6981797087421	0.744393409344418
ACSF2	5	8	4	6	4	13	5	14	2	7	17	7	9	5	0	4	3.39269104627123	5.91545333283163	2.85394537957277	4.78634854963124	3.80650593062464	9.29296174406905	7.68981508258857	10.428073323497	1.65108804902963	3.69736398871701	15.165377582417	6.44182222663842	6.23121735756178	6.20017387865157	0	2.97757363737767
ACSF3	0	0	2	3	2	2	0	0	1	4	0	2	0	1	2	0	0	0	1.42697268978639	2.39317427481562	1.90325296531232	1.42968642216447	0	0	0.825544024514814	2.11277942212401	0	1.84052063618241	0	1.24003477573031	2.6981797087421	0
ACSL1	36	30	29	45	32	44	19	28	27	48	20	30	41	18	17	53	24.4273755331528	22.1829499981186	20.6911040019026	35.8976141222343	30.4520474449972	31.4531012876183	29.2212973138366	20.8561466469939	22.2896886619	25.3533530654881	17.8416206851965	27.6078095427361	28.3866568511148	22.3206259631456	22.9345275243079	39.4528506952541
ACSL3	39	40	38	35	26	43	18	44	26	35	25	47	35	27	17	35	26.4629901609156	29.5772666641581	27.1124811059413	27.9203665395156	24.7422885490602	30.7382580765361	27.6833342973189	32.7739447309904	21.4641446373852	18.4868199435851	22.3020258564956	43.2522349502866	24.2325119460736	33.4809389447185	22.9345275243079	26.0537693270546
ACSL4	45	37	40	30	20	36	25	28	31	45	45	35	34	25	24	39	30.534219416441	27.3589716643463	28.5394537957277	23.9317427481562	19.0325296531232	25.7343555989604	38.4490754129429	20.8561466469939	25.5918647599592	23.7687684988951	40.1436465416921	32.2091111331921	23.5401544619001	31.0008693932578	32.3781565049052	29.0313429644323
ACSL6	9	16	11	8	10	11	6	19	9	21	11	8	10	12	8	13	6.10684388328821	11.8309066656633	7.84834979382512	6.38179806617498	9.51626482656161	7.86327532190458	9.22777809910629	14.1523852247459	7.42989622063333	11.092091966151	9.81289137685808	7.36208254472963	6.92357484173531	14.8804173087638	10.7927188349684	9.67711432147743
ACSM5	0	0	0	1	1	1	0	0	2	2	0	0	1	0	0	2	0	0	0	0.797724758271873	0.951626482656161	0.714843211082234	0	0	1.65108804902963	1.056389711062	0	0	0.692357484173531	0	0	1.48878681868884
ACSS1	0	0	0	0	0	0	1	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	1.53796301651771	0	0.825544024514814	1.056389711062	0	0	0.692357484173531	0	1.34908985437105	0
ACSS2	6	6	9	13	4	8	3	6	4	9	7	3	6	3	2	1	4.07122925552547	4.43658999962372	6.42137710403874	10.3704218575343	3.80650593062464	5.71874568865788	4.61388904955314	4.46917428149869	3.30217609805926	4.75375369977902	6.24456723981878	2.76078095427361	4.15414490504119	3.72010432719094	2.6981797087421	0.744393409344418
ACTA2	6982	6255	7415	6528	6113	7877	3560	5671	5175	8454	5276	5742	5891	4393	3933	7139	4737.55377701314	4625.14507460773	5290.50124738302	5207.54722199879	5817.29268847711	5630.81997369476	5475.14833880306	4224.11455839652	4272.19032686416	4465.35930865909	4706.61953675484	5284.13474647969	4078.67793926627	5447.47276978327	5305.97039724134	5314.2245493098
ACTB	2508	2447	2346	2089	1592	2009	1187	1816	1570	2541	1728	1693	1554	1077	987	1595	1701.77382880965	1809.38928817987	1673.83896511943	1666.44702002994	1514.98936038861	1436.12001106421	1825.56210060653	1352.6700825336	1296.10411848826	1342.14312790428	1541.51602720098	1558.00071852841	1075.92353040567	1335.51745346155	1331.55168626423	1187.30748790435
ACTC1	0	2	1	1	0	1	2	0	0	0	2	0	0	0	1	0	0	1.47886333320791	0.713486344893193	0.797724758271873	0	0.714843211082234	3.07592603303543	0	0	0	1.78416206851965	0	0	0	1.34908985437105	0
ACTG1	4830	4522	5657	4938	4249	5536	2459	4120	3828	6395	4507	4293	4658	3293	2979	4529	3277.33955069801	3343.70999638308	4036.19225306079	3939.16485634651	4043.46092480603	3957.37201655125	3781.85105761706	3068.8330066291	3160.18252584271	3377.80610112076	4020.60922140903	3950.67754556554	3225.00116128031	4083.43451647992	4018.93867617136	3371.35775092087
ACTG2	3	2	1	3	3	4	1	0	3	5	3	2	3	2	0	1	2.03561462776274	1.47886333320791	0.713486344893193	2.39317427481562	2.85487944796848	2.85937284432894	1.53796301651771	0	2.47663207354444	2.64097427765501	2.67624310277948	1.84052063618241	2.07707245252059	2.48006955146063	0	0.744393409344418
ACTL6A	91	82	76	61	69	85	32	68	64	116	57	63	95	45	44	88	61.7469770421363	60.6333966615242	54.2249622118827	48.6612102545843	65.6622273032751	60.7616729419899	49.2148165285669	50.6506418569852	52.8348175689481	61.2706032415962	50.84861895281	57.9764000397458	65.7739609964855	55.8015649078641	59.3599535923263	65.5066200223088
ACTN1	303	252	260	236	192	236	123	233	229	396	216	190	218	152	120	238	205.597077404036	186.336779984196	185.50644967223	188.263042952162	182.712284669983	168.702997815407	189.169451031679	173.552934598199	189.049581613892	209.165162790277	192.689503400122	174.849460437329	150.93393154983	188.485285911008	161.890782524526	177.165631423971
ACTN4	79	57	94	55	42	71	34	54	61	115	45	48	79	56	34	45	53.6045185310854	42.1476049964254	67.0677164199601	43.874861704953	39.9683122715588	50.7538679868386	52.2907425616023	40.2225685334882	50.3581854954036	60.7424083860652	40.1436465416921	44.1724952683778	54.696241249709	69.4419474408976	45.8690550486157	33.4977034204988
ACTR10	194	149	197	140	165	201	86	147	141	243	133	170	229	116	109	212	131.636412595324	110.175318323989	140.556809943959	111.681466158062	157.018369638267	143.683485427529	132.264819420523	109.494769896718	116.401707456589	128.351349894033	118.646777556557	156.444254075505	158.549863875739	143.844033984716	147.050794126445	157.811402781017
ACTR1A	118	95	103	87	71	93	41	90	105	144	104	74	98	54	50	98	80.067508692001	70.2460083273756	73.4890935239989	69.402053969653	67.5654802685874	66.4804186306478	63.0564836772263	67.0376142224804	86.6821225740555	76.0600591964643	92.7764275630218	68.0992635387491	67.8510334490061	66.9618778894369	67.4544927185526	72.9505541157529
ACTR1B	12	18	22	18	12	20	12	12	20	29	14	7	7	12	9	13	8.14245851105094	13.3097699988712	15.6966995876502	14.3590456488937	11.4195177918739	14.2968642216447	18.4555561982126	8.93834856299739	16.5108804902963	15.317650810399	12.4891344796376	6.44182222663842	4.84650238921472	14.8804173087638	12.1418086893395	9.67711432147743
ACTR2	220	178	195	163	133	150	83	202	176	281	148	150	171	108	76	136	149.278406035934	131.618836655504	139.129837254173	130.029135598315	126.566322193269	107.226481662335	127.65093037097	150.462200810456	145.295748314607	148.422754404211	132.027993070454	138.039047713681	118.393129793674	133.923755778874	102.5308289322	101.237503670841
ACTR3	111	111	95	89	63	124	57	100	106	127	80	89	93	71	72	96	75.3177412272212	82.0769149930389	67.7812027648533	70.9975034861967	59.9524684073382	88.6405581741971	87.6638919415097	74.4862380249782	87.5076665985703	67.0807466524372	71.366482740786	81.9031683101171	64.3892460281384	88.0424690768523	97.1344695147157	71.4617672970641
ACTR3B	2	4	0	1	4	3	0	1	2	3	2	2	2	0	0	2	1.35707641850849	2.95772666641581	0	0.797724758271873	3.80650593062464	2.1445296332467	0	0.744862380249782	1.65108804902963	1.58458456659301	1.78416206851965	1.84052063618241	1.38471496834706	0	0	1.48878681868884
ACTR5	2	3	2	1	1	1	1	3	2	2	0	2	1	0	0	0	1.35707641850849	2.21829499981186	1.42697268978639	0.797724758271873	0.951626482656161	0.714843211082234	1.53796301651771	2.23458714074935	1.65108804902963	1.056389711062	0	1.84052063618241	0.692357484173531	0	0	0
