Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	DOM.A.4.13.1.B7.Norm	DOM.A.4.14.1.B8.Norm	DOM.A.5.11.1.C7.Norm
SMARCAL1	21	20	30	27	28	30	13	21	13	26	16	15	21	10	16	27	14.3300291579152	14.779449716738	21.4203036187683	21.9731489628777	27.1880052288339	21.5053934480353	20.391259869289	15.7366500041487	10.8699428149833	13.7520134331365	14.4561786349611	14.0441047330556	14.2270783605881	9.02138166388624	13.9335662588472	23.3306380610425
SMARCB1	7	3	5	2	2	5	0	2	3	5	3	3	0	1	6	2	4.77667638597174	2.2169174575107	3.57005060312806	1.62764066391687	1.94200037348814	3.58423224133922	0	1.49872857182368	2.50844834191922	2.64461796791086	2.7105334940552	2.80882094661112	0	0.902138166388624	5.22508734706769	1.72819541192907
SMARCC1	56	43	32	35	26	29	17	36	31	66	42	32	37	32	34	38	38.2134110877739	31.7758168909867	22.8483238600196	28.4837116185452	25.2460048553458	20.7885469997674	26.6654936752241	26.9771142928263	25.9206328664986	34.9089571764234	37.9474689167728	29.960756763852	25.0667571115124	28.868421324436	29.6088283000502	32.8357128266524
SMARCC2	68	53	87	94	74	98	42	68	58	98	73	72	80	52	76	78	46.4019991780111	39.1655417493557	62.1188804944282	76.4991112040929	71.8540138190611	70.2509519302486	65.8794549623184	50.9567714420052	48.4966679437716	51.8345121710529	65.9563150220099	67.4117027186669	54.1983937546214	46.9111846522085	66.1844397295241	67.3996210652338
SMARCD1	9	8	4	4	2	2	3	6	3	4	3	9	8	4	2	4	6.14144106767795	5.9117798866952	2.85604048250245	3.25528132783374	1.94200037348814	1.43369289653569	4.70567535445131	4.49618571547105	2.50844834191922	2.11569437432869	2.7105334940552	8.42646283983337	5.41983937546214	3.6085526655545	1.7416957823559	3.45639082385815
SMARCD2	6	1	5	2	3	6	3	5	4	7	3	7	6	4	3	1	4.09429404511863	0.7389724858369	3.57005060312806	1.62764066391687	2.91300056023221	4.30107868960706	4.70567535445131	3.74682142955921	3.34459778922563	3.70246515507521	2.7105334940552	6.55391554209262	4.06487953159661	3.6085526655545	2.61254367353384	0.864097705964536
SMARCD3	29	31	35	19	15	27	16	30	18	27	24	16	25	27	29	23	19.78908788474	22.9081470609439	24.9903542218964	15.4625863072103	14.565002801161	19.3548541032318	25.0969352237403	22.4809285773553	15.0506900515153	14.2809370267187	21.6842679524416	14.980378381926	16.9369980483192	24.3577304924929	25.2545888441605	19.8742472371843
SMARCE1	164	156	167	119	108	150	64	147	154	206	129	126	173	132	137	133	111.910703899909	115.279707790556	119.239690144477	96.8446195030537	104.868020168359	107.526967240176	100.387740894961	110.156550029041	128.767014885187	108.958260277927	116.552940244374	117.970479757667	117.204026494369	119.082237963298	119.306161091379	114.924994893283
SMC1A	100	69	71	77	44	100	41	65	60	104	63	53	52	68	70	55	68.2382340853105	50.9891015227461	50.6947185644184	62.6641655607995	42.724008216739	71.6846448267843	64.3108965108346	48.7086785842697	50.1689668383845	55.0080537325459	56.9212033751593	49.6225033901298	35.2289559405039	61.3453953144265	60.9593523824564	47.5253738280495
SMC2	40	34	32	28	19	40	13	43	52	53	22	31	46	30	39	53	27.2952936341242	25.1250645184546	22.8483238600196	22.7869692948362	18.4490035481373	28.6738579307137	20.391259869289	32.2226642942092	43.4797712599332	28.0329504598551	19.8772456230715	29.0244831149816	31.1640764089073	27.0641449916587	33.96306775594	45.7971784161204
SMC3	110	118	116	73	85	82	43	88	96	108	61	88	98	71	63	84	75.0620574938416	87.1987533287542	82.8251739925709	59.4088842329657	82.5350158732459	58.7814087579631	67.4480134138022	65.9440571602421	80.2703469414151	57.1237481068746	55.1141810457891	82.3920811005929	66.3930323494112	64.0518098135923	54.8634171442107	72.5842073010211
SMC4	57	49	38	42	41	49	24	43	33	51	23	35	31	42	43	48	38.895793428627	36.2096518060081	27.1323845837732	34.1804539422543	39.8110076565068	35.1254759651243	37.6454028356105	32.2226642942092	27.5929317611115	26.9751032726908	20.7807567877566	32.7695777104631	21.0018775799158	37.8898029883222	37.4464593206518	41.4766898862977
SMC5	125	111	146	130	114	150	59	141	119	199	119	129	110	138	124	141	85.2977926066381	82.0259459278959	104.245477611339	105.796643154597	110.694021288824	107.526967240176	92.5449486375425	105.66036431357	99.5017842294625	105.255795122852	107.517828597523	120.779300704278	74.5227914126044	124.49506696163	107.985138506066	121.837776541
SMC5-AS1	1	0	1	1	1	2	1	1	4	5	0	2	1	2	1	2	0.682382340853105	0	0.714010120625611	0.813820331958435	0.971000186744069	1.43369289653569	1.56855845148377	0.749364285911842	3.34459778922563	2.64461796791086	0	1.87254729774075	0.677479921932768	1.80427633277725	0.870847891177948	1.72819541192907
SMC6	35	33	31	35	19	53	12	29	29	51	24	29	22	16	33	38	23.8833819298587	24.3860920326177	22.134313739394	28.4837116185452	18.4490035481373	37.9928617581957	18.8227014178053	21.7315642914434	24.2483339718858	26.9751032726908	21.6842679524416	27.1519358172408	14.9045582825209	14.434210662218	28.7379804088723	32.8357128266524
SMCHD1	17	29	12	13	15	30	11	19	19	26	21	17	13	18	19	24	11.6004997945028	21.4302020892701	8.56812144750734	10.5796643154597	14.565002801161	21.5053934480353	17.2541429663215	14.237921432325	15.8868394988217	13.7520134331365	18.9737344583864	15.9166520307964	8.80723898512598	16.2384869949952	16.546109932381	20.7383449431489
SMCO3	4	3	1	2	1	1	0	1	2	6	3	1	3	0	2	1	2.72952936341242	2.2169174575107	0.714010120625611	1.62764066391687	0.971000186744069	0.716846448267843	0	0.749364285911842	1.67229889461282	3.17354156149303	2.7105334940552	0.936273648870374	2.0324397657983	0	1.7416957823559	0.864097705964536
SMCO4	5	8	10	8	6	5	5	8	10	16	9	7	15	7	10	3	3.41191170426553	5.9117798866952	7.14010120625611	6.51056265566748	5.82600112046442	3.58423224133922	7.84279225741886	5.99491428729474	8.36149447306408	8.46277749731476	8.13160048216561	6.55391554209262	10.1621988289915	6.31496716472037	8.70847891177948	2.59229311789361
SMCR7	1	6	2	0	1	4	0	1	2	7	3	2	3	0	3	1	0.682382340853105	4.4338349150214	1.42802024125122	0	0.971000186744069	2.86738579307137	0	0.749364285911842	1.67229889461282	3.70246515507521	2.7105334940552	1.87254729774075	2.0324397657983	0	2.61254367353384	0.864097705964536
SMCR7L	22	15	11	12	16	22	10	18	15	21	14	17	17	18	11	16	15.0124114987683	11.0845872875535	7.85411132688173	9.76584398350122	15.5360029879051	15.7706218618925	15.6855845148377	13.4885571464132	12.5422417095961	11.1073954652256	12.6491563055909	15.9166520307964	11.5171586728571	16.2384869949952	9.57932680295743	13.8255632954326
SMCR8	18	20	19	19	16	19	4	18	15	31	11	9	14	13	18	16	12.2828821353559	14.779449716738	13.5661922918866	15.4625863072103	15.5360029879051	13.620082517089	6.27423380593509	13.4885571464132	12.5422417095961	16.3966314010473	9.93862281153575	8.42646283983337	9.48471890705875	11.7277961630521	15.6752620412031	13.8255632954326
SMDT1	39	28	39	35	39	49	20	41	50	57	32	41	55	29	38	29	26.6129112932711	20.6912296034332	27.8463947043988	28.4837116185452	37.8690072830187	35.1254759651243	31.3711690296754	30.7239357223855	41.8074723653204	30.1486448341838	28.9123572699222	38.3872196036853	37.2613957063022	26.1620068252701	33.092219864762	25.0588334729716
SMEK1	30	22	16	23	13	20	8	25	16	31	12	18	19	24	14	20	20.4714702255932	16.2573946884118	11.4241619300098	18.717867635044	12.6230024276729	14.3369289653569	12.5484676118702	18.734107147796	13.3783911569025	16.3966314010473	10.8421339762208	16.8529256796667	12.8721185167226	21.651315993327	12.1918704764913	17.2819541192907
SMEK2	33	33	38	31	24	29	17	40	31	55	25	27	27	23	27	35	22.5186172481525	24.3860920326177	27.1323845837732	25.2284302907115	23.3040044818577	20.7885469997674	26.6654936752241	29.9745714364737	25.9206328664986	29.0907976470195	22.5877791171267	25.2793885195001	18.2919578921847	20.7491778269384	23.5128930618046	30.2434197087588
SMG1	37	29	25	24	13	20	11	40	22	49	28	20	24	25	21	11	25.2481466115649	21.4302020892701	17.8502530156403	19.5316879670024	12.6230024276729	14.3369289653569	17.2541429663215	29.9745714364737	18.395287840741	25.9172560855264	25.2983126111819	18.7254729774075	16.2595181263864	22.5534541597156	18.2878057147369	9.5050747656099
SMG5	3	9	9	9	8	6	4	5	5	11	6	6	12	1	9	7	2.04714702255932	6.6507523725321	6.4260910856305	7.32438298762591	7.76800149395255	4.30107868960706	6.27423380593509	3.74682142955921	4.18074723653204	5.8181595294039	5.42106698811041	5.61764189322224	8.12975906319321	0.902138166388624	7.83763102060153	6.04868394175175
SMG6	22	15	19	19	18	16	10	32	27	31	17	14	12	11	17	16	15.0124114987683	11.0845872875535	13.5661922918866	15.4625863072103	17.4780033613932	11.4695431722855	15.6855845148377	23.9796571491789	22.576035077273	16.3966314010473	15.3596897996462	13.1078310841852	8.12975906319321	9.92351983027487	14.8044141500251	13.8255632954326
SMG7	16	19	17	19	13	19	11	19	28	35	20	21	20	24	26	24	10.9181174536497	14.0404772309011	12.1381720506354	15.4625863072103	12.6230024276729	13.620082517089	17.2541429663215	14.237921432325	23.4121845245794	18.512325775376	18.0702232937014	19.6617466262779	13.5495984386554	21.651315993327	22.6420451706267	20.7383449431489
SMG7-AS1	0	0	0	1	2	2	0	1	1	1	1	1	2	0	0	3	0	0	0	0.813820331958435	1.94200037348814	1.43369289653569	0	0.749364285911842	0.836149447306408	0.528923593582172	0.903511164685068	0.936273648870374	1.35495984386554	0	0	2.59229311789361
SMG8	10	7	10	9	9	9	5	9	1	26	2	6	11	6	7	13	6.82382340853105	5.1728074008583	7.14010120625611	7.32438298762591	8.73900168069662	6.45161803441059	7.84279225741886	6.74427857320658	0.836149447306408	13.7520134331365	1.80702232937014	5.61764189322224	7.45227914126044	5.41282899833175	6.09593523824564	11.233270177539
SMG9	1	5	2	1	1	2	1	2	5	5	1	0	2	4	0	1	0.682382340853105	3.6948624291845	1.42802024125122	0.813820331958435	0.971000186744069	1.43369289653569	1.56855845148377	1.49872857182368	4.18074723653204	2.64461796791086	0.903511164685068	0	1.35495984386554	3.6085526655545	0	0.864097705964536
SMIM10	10	6	6	11	2	7	4	12	2	10	6	3	8	11	9	2	6.82382340853105	4.4338349150214	4.28406072375367	8.95202365154278	1.94200037348814	5.0179251378749	6.27423380593509	8.9923714309421	1.67229889461282	5.28923593582172	5.42106698811041	2.80882094661112	5.41983937546214	9.92351983027487	7.83763102060153	1.72819541192907
SMIM11	76	86	81	69	72	131	32	77	69	113	73	62	103	69	68	76	51.861057904836	63.5516337819734	57.8348197706745	56.153602905132	69.912013445573	93.9068847230874	50.1938704474807	57.7010500152118	57.6943118641421	59.7683660747855	65.9563150220099	58.0489662299632	69.7804319590751	62.2475334808151	59.2176566001005	65.6714256533048
SMIM12	38	31	27	15	28	33	16	41	31	42	32	18	21	32	18	25	25.930528952418	22.9081470609439	19.2782732568915	12.2073049793765	27.1880052288339	23.6559327928388	25.0969352237403	30.7239357223855	25.9206328664986	22.2147909304512	28.9123572699222	16.8529256796667	14.2270783605881	28.868421324436	15.6752620412031	21.6024426491134
SMIM13	15	11	8	19	11	11	2	14	10	10	7	9	6	6	7	15	10.2357351127966	8.1286973442059	5.71208096500489	15.4625863072103	10.6810020541848	7.88531093094627	3.13711690296754	10.4911000027658	8.36149447306408	5.28923593582172	6.32457815279547	8.42646283983337	4.06487953159661	5.41282899833175	6.09593523824564	12.961465589468
SMIM14	155	128	142	138	116	151	60	118	135	182	93	98	144	115	108	94	105.769262832231	94.5884781871232	101.389437128837	112.307205810264	112.636021662312	108.243813688444	94.1135070890263	88.4249857375973	112.880175386365	96.2640940319554	84.0265383157113	91.7548175892966	97.5571087583185	103.745889134692	94.0515722472184	81.2251843606664
SMIM15	51	31	29	33	27	27	22	35	36	44	23	33	38	30	35	41	34.8014993835084	22.9081470609439	20.7062934981427	26.8560709546283	26.2170050420899	19.3548541032318	34.508285932643	26.2277500069145	30.1013801030307	23.2726381176156	20.7807567877566	30.8970304127223	25.7442370334452	27.0641449916587	30.4796761912282	35.428005944546
SMIM17	9	6	4	5	2	6	1	11	2	6	5	2	2	3	3	4	6.14144106767795	4.4338349150214	2.85604048250245	4.06910165979217	1.94200037348814	4.30107868960706	1.56855845148377	8.24300714503026	1.67229889461282	3.17354156149303	4.51755582342534	1.87254729774075	1.35495984386554	2.70641449916587	2.61254367353384	3.45639082385815
SMIM19	45	40	27	37	38	35	14	26	21	33	27	27	44	34	33	28	30.7072053383897	29.558899433476	19.2782732568915	30.1113522824621	36.8980070962746	25.0896256893745	21.9598183207728	19.4834714337079	17.5591383934346	17.4544785882117	24.3948014464968	25.2793885195001	29.8091165650418	30.6726976572132	28.7379804088723	24.194735767007
SMIM20	28	37	41	31	30	54	10	26	36	51	28	46	47	28	42	24	19.1067055438869	27.3419819759653	29.2744149456501	25.2284302907115	29.1300056023221	38.7097082064635	15.6855845148377	19.4834714337079	30.1013801030307	26.9751032726908	25.2983126111819	43.0685878480372	31.8415563308401	25.2598686588815	36.5756114294738	20.7383449431489
SMIM3	27	20	34	29	19	20	11	26	37	56	23	32	46	26	30	16	18.4243232030338	14.779449716738	24.2763441012708	23.6007896267946	18.4490035481373	14.3369289653569	17.2541429663215	19.4834714337079	30.9375295503371	29.6197212406016	20.7807567877566	29.960756763852	31.1640764089073	23.4555923261042	26.1254367353384	13.8255632954326
SMIM4	44	35	41	39	36	33	20	51	38	62	40	32	43	40	58	26	30.0248229975366	25.8640370042915	29.2744149456501	31.738992946379	34.9560067227865	23.6559327928388	31.3711690296754	38.2175785815039	31.7736789976435	32.7932628020947	36.1404465874027	29.960756763852	29.131636643109	36.085526655545	50.509177688321	22.4665403550779
SMIM7	204	174	227	219	176	225	79	183	157	260	158	203	265	166	157	144	139.205997534033	128.581212535621	162.080297382014	178.226652698897	170.896032866956	161.290450860265	123.916117667218	137.133664321867	131.275463227106	137.520134331365	142.754764020241	190.063550720686	179.532179312183	149.754935620512	136.723118914938	124.430069658893
SMIM8	25	34	32	25	28	27	13	15	13	40	17	24	32	21	24	21	17.0595585213276	25.1250645184546	22.8483238600196	20.3455082989609	27.1880052288339	19.3548541032318	20.391259869289	11.2404642886776	10.8699428149833	21.1569437432869	15.3596897996462	22.470567572889	21.6793575018486	18.9449014941611	20.9003493882708	18.1460518252553
SMNDC1	38	24	44	41	29	33	15	32	34	55	33	22	40	28	31	33	25.930528952418	17.7353396600856	31.4164453075269	33.3666336102958	28.159005415578	23.6559327928388	23.5283767722566	23.9796571491789	28.4290812084179	29.0907976470195	29.8158684346072	20.5980202751482	27.0991968773107	25.2598686588815	26.9962846265164	28.5152242968297
SMO	9	11	2	5	2	7	1	6	5	6	4	7	4	7	3	7	6.14144106767795	8.1286973442059	1.42802024125122	4.06910165979217	1.94200037348814	5.0179251378749	1.56855845148377	4.49618571547105	4.18074723653204	3.17354156149303	3.61404465874027	6.55391554209262	2.70991968773107	6.31496716472037	2.61254367353384	6.04868394175175
SMOC1	1	1	0	2	2	0	0	1	0	3	1	0	1	3	0	0	0.682382340853105	0.7389724858369	0	1.62764066391687	1.94200037348814	0	0	0.749364285911842	0	1.58677078074652	0.903511164685068	0	0.677479921932768	2.70641449916587	0	0
SMOC2	20	13	10	8	9	5	6	7	11	10	4	8	5	12	6	11	13.6476468170621	9.60664231587969	7.14010120625611	6.51056265566748	8.73900168069662	3.58423224133922	9.41135070890263	5.24555000138289	9.19764392037048	5.28923593582172	3.61404465874027	7.49018919096299	3.38739960966384	10.8256579966635	5.22508734706769	9.5050747656099
SMOX	4	1	3	2	3	2	1	2	5	4	3	0	2	2	1	3	2.72952936341242	0.7389724858369	2.14203036187683	1.62764066391687	2.91300056023221	1.43369289653569	1.56855845148377	1.49872857182368	4.18074723653204	2.11569437432869	2.7105334940552	0	1.35495984386554	1.80427633277725	0.870847891177948	2.59229311789361
SMPD1	18	15	15	18	8	22	5	23	21	28	13	15	23	10	12	15	12.2828821353559	11.0845872875535	10.7101518093842	14.6487659752518	7.76800149395255	15.7706218618925	7.84279225741886	17.2353785759724	17.5591383934346	14.8098606203008	11.7456451409059	14.0441047330556	15.5820382044537	9.02138166388624	10.4501746941354	12.961465589468
SMPD2	1	3	1	0	1	0	0	1	2	0	2	0	3	1	0	0	0.682382340853105	2.2169174575107	0.714010120625611	0	0.971000186744069	0	0	0.749364285911842	1.67229889461282	0	1.80702232937014	0	2.0324397657983	0.902138166388624	0	0
SMPD4	1	1	3	0	1	1	1	1	0	0	1	1	0	0	2	2	0.682382340853105	0.7389724858369	2.14203036187683	0	0.971000186744069	0.716846448267843	1.56855845148377	0.749364285911842	0	0	0.903511164685068	0.936273648870374	0	0	1.7416957823559	1.72819541192907
SMPDL3A	7	4	10	7	9	2	5	5	5	6	4	5	9	3	5	8	4.77667638597174	2.9558899433476	7.14010120625611	5.69674232370904	8.73900168069662	1.43369289653569	7.84279225741886	3.74682142955921	4.18074723653204	3.17354156149303	3.61404465874027	4.68136824435187	6.09731929739491	2.70641449916587	4.35423945588974	6.91278164771629
SMS	79	67	64	44	46	60	25	55	60	91	51	50	70	44	44	47	53.9082049273953	49.5111565510723	45.6966477200391	35.8080946061711	44.6660085902272	43.0107868960706	39.2139612870943	41.2150357251513	50.1689668383845	48.1320470159777	46.0790693989385	46.8136824435187	47.4235945352937	39.6940793210995	38.3173072118297	40.6125921803332
SMTN	3	4	3	1	2	2	4	1	1	5	4	3	1	0	4	1	2.04714702255932	2.9558899433476	2.14203036187683	0.813820331958435	1.94200037348814	1.43369289653569	6.27423380593509	0.749364285911842	0.836149447306408	2.64461796791086	3.61404465874027	2.80882094661112	0.677479921932768	0	3.48339156471179	0.864097705964536
SMU1	138	122	138	109	107	142	58	118	113	173	107	106	132	120	117	97	94.1687630377285	90.1546432721018	98.5333966463344	88.7064161834694	103.897019981615	101.792195654034	90.9763901860588	88.4249857375973	94.4848875456241	91.5037816897158	96.6756946213023	99.2450067802596	89.4273496951253	108.256579966635	101.88920326782	83.81747747856
SMUG1	55	42	48	43	25	50	13	41	32	67	37	42	59	28	34	34	37.5310287469208	31.0368444051498	34.2724857900294	34.9942742742127	24.2750046686017	35.8423224133922	20.391259869289	30.7239357223855	26.756782313805	35.4378807700055	33.4299130933475	39.3234932525557	39.9713153940333	25.2598686588815	29.6088283000502	29.3793220027942
SMURF1	8	12	7	12	8	11	10	10	12	15	12	9	10	7	10	7	5.45905872682484	8.8676698300428	4.99807084437928	9.76584398350122	7.76800149395255	7.88531093094627	15.6855845148377	7.49364285911842	10.0337933676769	7.93385390373258	10.8421339762208	8.42646283983337	6.77479921932768	6.31496716472037	8.70847891177948	6.04868394175175
SMURF2	21	29	28	26	8	15	14	26	21	34	11	16	21	26	9	24	14.3300291579152	21.4302020892701	19.9922833775171	21.1593286309193	7.76800149395255	10.7526967240176	21.9598183207728	19.4834714337079	17.5591383934346	17.9834021817939	9.93862281153575	14.980378381926	14.2270783605881	23.4555923261042	7.83763102060153	20.7383449431489
SMYD2	19	13	7	8	11	14	4	12	12	22	10	4	10	12	11	13	12.965264476209	9.60664231587969	4.99807084437928	6.51056265566748	10.6810020541848	10.0358502757498	6.27423380593509	8.9923714309421	10.0337933676769	11.6363190588078	9.03511164685068	3.7450945954815	6.77479921932768	10.8256579966635	9.57932680295743	11.233270177539
SMYD3	23	28	35	36	17	24	4	32	34	35	24	33	38	17	31	20	15.6947938396214	20.6912296034332	24.9903542218964	29.2975319505037	16.5070031746492	17.2043147584282	6.27423380593509	23.9796571491789	28.4290812084179	18.512325775376	21.6842679524416	30.8970304127223	25.7442370334452	15.3363488286066	26.9962846265164	17.2819541192907
SMYD4	9	20	6	7	6	11	6	16	18	26	8	8	11	8	7	15	6.14144106767795	14.779449716738	4.28406072375367	5.69674232370904	5.82600112046442	7.88531093094627	9.41135070890263	11.9898285745895	15.0506900515153	13.7520134331365	7.22808931748054	7.49018919096299	7.45227914126044	7.21710533110899	6.09593523824564	12.961465589468
SMYD5	9	10	8	11	4	7	4	5	5	4	5	5	8	3	7	8	6.14144106767795	7.389724858369	5.71208096500489	8.95202365154278	3.88400074697628	5.0179251378749	6.27423380593509	3.74682142955921	4.18074723653204	2.11569437432869	4.51755582342534	4.68136824435187	5.41983937546214	2.70641449916587	6.09593523824564	6.91278164771629
SNAI1	2	0	3	3	2	3	1	1	0	1	4	2	4	3	2	0	1.36476468170621	0	2.14203036187683	2.4414609958753	1.94200037348814	2.15053934480353	1.56855845148377	0.749364285911842	0	0.528923593582172	3.61404465874027	1.87254729774075	2.70991968773107	2.70641449916587	1.7416957823559	0
SNAI2	32	47	42	35	34	35	20	21	26	38	23	25	35	21	28	38	21.8362349072994	34.7317068343343	29.9884250662757	28.4837116185452	33.0140063492984	25.0896256893745	31.3711690296754	15.7366500041487	21.7398856299666	20.0990965561225	20.7807567877566	23.4068412217594	23.7117972676469	18.9449014941611	24.3837409529825	32.8357128266524
SNAI3-AS1	1	0	3	1	1	1	0	0	0	2	1	0	0	0	2	4	0.682382340853105	0	2.14203036187683	0.813820331958435	0.971000186744069	0.716846448267843	0	0	0	1.05784718716434	0.903511164685068	0	0	0	1.7416957823559	3.45639082385815
SNAP23	152	132	157	117	100	154	44	85	95	178	94	83	132	90	116	90	103.722115809672	97.5443681304708	112.099588938221	95.2169788391369	97.1000186744069	110.394353033248	69.0165718652859	63.6959643025066	79.4341974941087	94.1483996576267	84.9300494803964	77.710712856241	89.4273496951253	81.1924349749762	101.018355376642	77.7687935368083
SNAP29	27	32	27	20	19	27	15	26	21	37	22	14	34	24	26	26	18.4243232030338	23.6471195467808	19.2782732568915	16.2764066391687	18.4490035481373	19.3548541032318	23.5283767722566	19.4834714337079	17.5591383934346	19.5701729625404	19.8772456230715	13.1078310841852	23.0343173457141	21.651315993327	22.6420451706267	22.4665403550779
SNAP47	11	4	6	8	9	10	4	4	13	18	6	7	12	7	11	5	7.50620574938416	2.9558899433476	4.28406072375367	6.51056265566748	8.73900168069662	7.16846448267843	6.27423380593509	2.99745714364737	10.8699428149833	9.5206246844791	5.42106698811041	6.55391554209262	8.12975906319321	6.31496716472037	9.57932680295743	4.32048852982268
SNAPC1	26	47	42	33	37	34	15	38	24	56	39	32	44	25	29	30	17.7419408621807	34.7317068343343	29.9884250662757	26.8560709546283	35.9270069095306	24.3727792411067	23.5283767722566	28.47584286465	20.0675867353538	29.6197212406016	35.2369354227176	29.960756763852	29.8091165650418	22.5534541597156	25.2545888441605	25.9229311789361
SNAPC2	4	6	5	2	5	0	3	4	1	7	4	4	3	6	1	3	2.72952936341242	4.4338349150214	3.57005060312806	1.62764066391687	4.85500093372035	0	4.70567535445131	2.99745714364737	0.836149447306408	3.70246515507521	3.61404465874027	3.7450945954815	2.0324397657983	5.41282899833175	0.870847891177948	2.59229311789361
SNAPC3	19	15	20	13	12	15	6	15	10	20	17	12	17	17	9	17	12.965264476209	11.0845872875535	14.2802024125122	10.5796643154597	11.6520022409288	10.7526967240176	9.41135070890263	11.2404642886776	8.36149447306408	10.5784718716434	15.3596897996462	11.2352837864445	11.5171586728571	15.3363488286066	7.83763102060153	14.6896610013971
SNAPC5	12	5	5	3	1	3	0	7	5	10	8	8	12	4	5	3	8.18858809023726	3.6948624291845	3.57005060312806	2.4414609958753	0.971000186744069	2.15053934480353	0	5.24555000138289	4.18074723653204	5.28923593582172	7.22808931748054	7.49018919096299	8.12975906319321	3.6085526655545	4.35423945588974	2.59229311789361
SNAPIN	36	34	53	35	37	48	11	40	36	45	29	23	51	25	23	21	24.5657642707118	25.1250645184546	37.8425363931574	28.4837116185452	35.9270069095306	34.4086295168565	17.2541429663215	29.9745714364737	30.1013801030307	23.8015617111978	26.201823775867	21.5342939240186	34.5514760185712	22.5534541597156	20.0295014970928	18.1460518252553
SNCA	1	2	1	0	0	0	0	4	4	5	4	0	4	3	2	1	0.682382340853105	1.4779449716738	0.714010120625611	0	0	0	0	2.99745714364737	3.34459778922563	2.64461796791086	3.61404465874027	0	2.70991968773107	2.70641449916587	1.7416957823559	0.864097705964536
SNCB	3	2	4	1	1	2	2	0	2	2	2	3	3	1	1	2	2.04714702255932	1.4779449716738	2.85604048250245	0.813820331958435	0.971000186744069	1.43369289653569	3.13711690296754	0	1.67229889461282	1.05784718716434	1.80702232937014	2.80882094661112	2.0324397657983	0.902138166388624	0.870847891177948	1.72819541192907
SND1	87	84	62	67	65	81	31	64	72	85	61	58	79	55	47	64	59.3672636542201	62.0736888102996	44.2686274787879	54.5259622412151	63.1150121383645	58.0645623096953	48.6253119959969	47.9593142983579	60.2027602060614	44.9585054544846	55.1141810457891	54.3038716344817	53.5209138326886	49.6175991513743	40.9298508853636	55.3022531817303
SND1-IT1	5	1	5	2	1	2	0	1	3	4	2	3	2	4	3	3	3.41191170426553	0.7389724858369	3.57005060312806	1.62764066391687	0.971000186744069	1.43369289653569	0	0.749364285911842	2.50844834191922	2.11569437432869	1.80702232937014	2.80882094661112	1.35495984386554	3.6085526655545	2.61254367353384	2.59229311789361
SNED1	0	4	6	1	0	0	1	2	0	3	3	0	0	2	0	1	0	2.9558899433476	4.28406072375367	0.813820331958435	0	0	1.56855845148377	1.49872857182368	0	1.58677078074652	2.7105334940552	0	0	1.80427633277725	0	0.864097705964536
SNF8	113	98	141	59	60	131	55	126	103	186	95	58	144	79	77	108	77.1092045164009	72.4193036120162	100.675427008211	48.0153995855476	58.2600112046442	93.9068847230874	86.2707148316074	94.4199000248921	86.12339307256	98.379788406284	85.8335606450814	54.3038716344817	97.5571087583185	71.2689151447013	67.055287620702	93.3225522441699
SNHG1	25	13	14	12	7	18	2	20	15	19	5	7	9	9	11	7	17.0595585213276	9.60664231587969	9.99614168875856	9.76584398350122	6.79700130720848	12.9032360688212	3.13711690296754	14.9872857182368	12.5422417095961	10.0495482780613	4.51755582342534	6.55391554209262	6.09731929739491	8.11924349749762	9.57932680295743	6.04868394175175
SNHG10	5	5	10	5	0	5	5	8	6	11	5	7	6	3	5	5	3.41191170426553	3.6948624291845	7.14010120625611	4.06910165979217	0	3.58423224133922	7.84279225741886	5.99491428729474	5.01689668383845	5.8181595294039	4.51755582342534	6.55391554209262	4.06487953159661	2.70641449916587	4.35423945588974	4.32048852982268
SNHG11	4	1	5	1	3	0	0	4	3	7	1	4	5	5	1	7	2.72952936341242	0.7389724858369	3.57005060312806	0.813820331958435	2.91300056023221	0	0	2.99745714364737	2.50844834191922	3.70246515507521	0.903511164685068	3.7450945954815	3.38739960966384	4.51069083194312	0.870847891177948	6.04868394175175
SNHG12	3	4	5	2	2	6	1	2	3	9	3	2	7	6	5	1	2.04714702255932	2.9558899433476	3.57005060312806	1.62764066391687	1.94200037348814	4.30107868960706	1.56855845148377	1.49872857182368	2.50844834191922	4.76031234223955	2.7105334940552	1.87254729774075	4.74235945352937	5.41282899833175	4.35423945588974	0.864097705964536
